cohort,material,case,defect_count,model,prediction_error_mev,preservation_mev,consensus_preservation_mev,rank_spearman,top10_jaccard,mask_mean,zero_embedding_change_mev,top_change_mev,bottom_change_mev,random_mean_mev,random_std_mev,top_beats_random,top_beats_bottom
mixed_low,MoS2,mos2_d04_1,4,attention,212.67333512207642,0.42374928792317706,2.5320053100585938,0.9364081192523669,0.5194681861348528,0.2908211946487427,2118.568181991577,1836.8308544158936,0.7529258728027344,446.4990943670273,670.8399279744453,True,True
mixed_low,MoS2,mos2_d04_1,4,hetero_old,1.0093737115539625,5.24147351582845,2.703428268432617,0.836861600159148,0.21286393345216878,0.09927573800086975,2177.4591207504272,26.238679885864258,1.8718242645263672,347.36184279123944,594.7071000584407,False,True
mixed_low,MoS2,mos2_d04_1,4,hetero_shared,3.8112115393005297,1.2648900349934895,1.6617774963378906,0.5804052618253172,0.9365079365079364,0.046059612184762955,2089.745283126831,157.09853172302246,0.06341934204101562,107.38279422124226,212.27654241054145,True,True
