site_index,species,node_type,x,y,z,mask_mean,mask_std,mask_seed_123,mask_seed_456,mask_seed_789
0,Mo,0,0.0127612630124887,1.834561948025378,3.7199999999999998,0.06722872704267502,0.0016109340358525515,0.06950505077838898,0.0660105049610138,0.06617061048746109
1,Mo,0,-1.582396611968703,4.597456448063598,3.72,0.044702187180519104,0.0019216324435546994,0.04741224646568298,0.0431719571352005,0.04352236166596413
2,Mo,0,-3.1775544869498953,7.360350948101818,3.72,0.038776591420173645,0.0010599871166050434,0.03727911785244942,0.03958481550216675,0.03946584090590477
3,Mo,0,-4.772712361931087,10.123245448140038,3.7200000000000006,0.041820988059043884,0.0013687281170859933,0.04163933917880058,0.043580759316682816,0.04024286940693855
4,Mo,0,-6.367870236912278,12.886139948178256,3.7200000000000006,0.040554389357566833,0.00025783173623494804,0.04037172719836235,0.04091901704668999,0.040372420102357864
5,Mo,0,-7.963028111893471,15.649034448216476,3.720000000000001,0.04492921754717827,0.0014534235233440995,0.04637901857495308,0.04546615108847618,0.042942486703395844
6,Mo,0,-9.558185986874662,18.411928948254698,3.720000000000001,0.062488358467817307,0.0034870037343353033,0.06572411209344864,0.057647716253995895,0.06409324705600739
7,Mo,0,-11.153343861855856,21.174823448292916,3.7200000000000015,0.11514080315828323,0.003113514045253396,0.11693532019853592,0.11772575229406357,0.11076134443283081
8,Mo,0,3.2030770130124884,1.834561948025378,3.72,0.04761480912566185,0.0019706839229911566,0.05000746250152588,0.04765613377094269,0.045180823653936386
9,Mo,0,1.607919138031297,4.597456448063598,3.72,0.08733189851045609,0.002453442430123687,0.09044051170349121,0.08711231499910355,0.0844428762793541
10,Mo,0,0.01276126305010461,7.360350948101818,3.7200000000000006,0.051377106457948685,0.001782272127456963,0.05198894068598747,0.053188733756542206,0.048953648656606674
11,Mo,0,-1.5823966119310873,10.123245448140038,3.7200000000000006,0.04033191502094269,0.0010863328352570534,0.041801568120718,0.03920944407582283,0.03998473286628723
12,Mo,0,-3.1775544869122783,12.886139948178256,3.720000000000001,0.040488649159669876,0.0009724603733047843,0.03931920975446701,0.041700128465890884,0.04044661298394203
13,Mo,0,-4.772712361893471,15.649034448216476,3.720000000000001,0.055065762251615524,0.000430143263656646,0.055437956005334854,0.055296365171670914,0.054462965577840805
14,Mo,0,-6.367870236874663,18.411928948254698,3.7200000000000015,0.04370620846748352,0.001825351850129664,0.04505263641476631,0.044940412044525146,0.04112558811903
15,Mo,0,-7.963028111855855,21.174823448292916,3.7200000000000015,0.04517566040158272,0.0031457729637622833,0.04254953935742378,0.04959861934185028,0.043378833681344986
16,X,1,6.393392763012487,1.834561948025378,3.72,0.18000848591327667,0.008731858804821968,0.19149771332740784,0.17034387588500977,0.178183913230896
17,Mo,0,4.7982348880312955,4.597456448063598,3.7200000000000006,0.04720115661621094,0.00361356302164495,0.044188790023326874,0.04513228312134743,0.052282389253377914
18,Mo,0,3.2030770130501036,7.360350948101818,3.7200000000000006,0.07197924703359604,0.005120917223393917,0.07779541611671448,0.07280810922384262,0.06533420830965042
19,Mo,0,1.6079191380689117,10.123245448140038,3.720000000000001,0.0415315143764019,0.001424903399311006,0.04013419523835182,0.043487612158060074,0.040972739458084106
20,Mo,0,0.012761263087720742,12.886139948178256,3.720000000000001,0.04141779616475105,0.0027799848467111588,0.03768594563007355,0.04435490816831589,0.042212534695863724
21,Mo,0,-1.582396611893472,15.649034448216476,3.7200000000000015,0.05067839100956917,0.002214048057794571,0.04886215552687645,0.05379534885287285,0.04937766492366791
22,Mo,0,-3.177554486874664,18.411928948254698,3.7200000000000015,0.057588428258895874,0.0031215923372656107,0.05545748397707939,0.06200215592980385,0.05530564486980438
23,Mo,0,-4.772712361855856,21.174823448292916,3.7200000000000015,0.04314543306827545,0.0007413581479340792,0.04213683307170868,0.04389765113592148,0.0434018112719059
24,Mo,0,9.583708513012487,1.834561948025378,3.7200000000000006,0.04746764898300171,0.0012126542860642076,0.04641145467758179,0.04682563990354538,0.04916584491729736
25,Mo,0,7.988550638031295,4.597456448063598,3.7200000000000006,0.048414770513772964,0.0016686090966686606,0.04779527708888054,0.046752579510211945,0.05069646239280701
26,Mo,0,6.3933927630501035,7.360350948101818,3.720000000000001,0.11543109267950058,0.0038032878655940294,0.11646066606044769,0.11948821693658829,0.11034437268972397
27,Mo,0,4.798234888068912,10.123245448140038,3.720000000000001,0.06363136321306229,0.003009956097230315,0.062176745384931564,0.060894161462783813,0.06782317906618118
28,Mo,0,3.2030770130877206,12.886139948178256,3.7200000000000015,0.04066242277622223,0.002022738102823496,0.04229383543133736,0.037811752408742905,0.04188167676329613
29,Mo,0,1.6079191381065279,15.649034448216476,3.7200000000000015,0.04207076132297516,0.002088377717882395,0.04240001365542412,0.039364349097013474,0.044447921216487885
30,Mo,0,0.012761263125335987,18.411928948254698,3.7200000000000015,0.06170637905597687,0.0021055717952549458,0.058889295905828476,0.062279343605041504,0.06395049393177032
31,Mo,0,-1.582396611855856,21.174823448292916,3.720000000000002,0.07458779960870743,0.0030681872740387917,0.07025840878486633,0.07650165259838104,0.0770033448934555
32,Mo,0,12.774024263012489,1.834561948025378,3.7200000000000006,0.07472867518663406,0.0012912593083456159,0.07534676790237427,0.07293151319026947,0.07590775191783905
33,Mo,0,11.178866388031297,4.597456448063598,3.720000000000001,0.08758185058832169,0.0010991516755893826,0.08881502598524094,0.08614571392536163,0.08778481185436249
34,Mo,0,9.583708513050105,7.360350948101818,3.720000000000001,0.06329698115587234,0.0014086398296058178,0.061352767050266266,0.06464515626430511,0.06389301270246506
35,Mo,0,7.988550638068913,10.123245448140038,3.7200000000000015,0.05896581709384918,0.0013898349134251475,0.06014939025044441,0.05701505020260811,0.059733010828495026
36,Mo,0,6.393392763087722,12.886139948178256,3.7200000000000015,0.049315840005874634,0.001301087555475533,0.048027656972408295,0.051097773015499115,0.04882209375500679
37,Mo,0,4.7982348881065295,15.649034448216476,3.7200000000000015,0.0405542254447937,0.0006025171023793519,0.04134531319141388,0.039884500205516815,0.04043286293745041
38,Mo,0,3.2030770131253377,18.411928948254698,3.720000000000002,0.04433761537075043,0.0012625580420717597,0.04572069272398949,0.04462403804063797,0.042668119072914124
39,Mo,0,1.6079191381441458,21.174823448292916,3.720000000000002,0.06740754842758179,0.0035353070124983788,0.06335171312093735,0.07196731120347977,0.06690361350774765
40,Mo,0,15.964340013012489,1.834561948025378,3.720000000000001,0.03895669803023338,0.0024030401837080717,0.036347150802612305,0.0383761003613472,0.04214683547616005
41,Mo,0,14.369182138031297,4.597456448063598,3.720000000000001,0.05189746990799904,0.0028344588354229927,0.048448991030454636,0.055391520261764526,0.05185190215706825
42,Mo,0,12.774024263050105,7.360350948101818,3.7200000000000015,0.051348280161619186,0.0010463552316650748,0.0498686246573925,0.05207235366106033,0.05210386961698532
43,Mo,0,11.178866388068913,10.123245448140038,3.7200000000000015,0.04120064899325371,0.0012570469407364726,0.03998229652643204,0.04068867862224579,0.042930968105793
44,Mo,0,9.583708513087721,12.886139948178256,3.7200000000000015,0.042137909680604935,0.0013109984574839473,0.04029398784041405,0.04322730377316475,0.042892444878816605
45,Mo,0,7.988550638106529,15.649034448216476,3.720000000000002,0.039940860122442245,0.0013097735354676843,0.038152359426021576,0.04041772708296776,0.0412524938583374
46,Mo,0,6.3933927631253376,18.411928948254698,3.720000000000002,0.04564962908625603,0.0008847278659231961,0.046780671924352646,0.044620782136917114,0.045547422021627426
47,Mo,0,4.798234888144146,21.174823448292916,3.7200000000000024,0.04547080397605896,0.00243173586204648,0.04209395498037338,0.04659557715058327,0.047722868621349335
48,Mo,0,19.15465576301249,1.834561948025378,3.720000000000001,0.040731724351644516,3.205928805982694e-05,0.040767718106508255,0.04073760285973549,0.040689852088689804
49,Mo,0,17.5594978880313,4.597456448063598,3.7200000000000015,0.04312516748905182,0.0018892439547926188,0.0444234237074852,0.0404537208378315,0.04449835047125816
50,Mo,0,15.964340013050105,7.360350948101818,3.7200000000000015,0.04218307137489319,0.0009427325567230582,0.04342782869935036,0.04114710912108421,0.041974276304244995
51,Mo,0,14.369182138068913,10.123245448140038,3.7200000000000015,0.03915483132004738,0.0009227843838743865,0.03891463205218315,0.04038579761981964,0.03816406428813934
52,Mo,0,12.774024263087721,12.886139948178256,3.720000000000002,0.04014487937092781,0.0016748149646446109,0.038880303502082825,0.03904276713728905,0.04251156747341156
53,Mo,0,11.17886638810653,15.649034448216476,3.720000000000002,0.04532185196876526,0.0008782331133261323,0.04417901486158371,0.04547208920121193,0.04631444066762924
54,Mo,0,9.583708513125337,18.411928948254698,3.7200000000000024,0.04117823764681816,0.0004968948196619749,0.04151308164000511,0.04154585674405098,0.04047577828168869
55,Mo,0,7.988550638144146,21.174823448292916,3.7200000000000024,0.04108087345957756,0.0005969485500827432,0.040236763656139374,0.04149158298969269,0.04151427745819092
56,Mo,0,22.34497151301249,1.834561948025378,3.7200000000000015,0.04241943359375,0.001848050975240767,0.04494059458374977,0.041755300015211105,0.040562406182289124
57,Mo,0,20.7498136380313,4.597456448063598,3.7200000000000015,0.041444383561611176,0.002063577529042959,0.04367530345916748,0.041958268731832504,0.03869957476854324
58,Mo,0,19.154655763050105,7.360350948101818,3.7200000000000015,0.04045121371746063,0.0006212423322722316,0.041012462228536606,0.039585214108228683,0.04075596109032631
59,Mo,0,17.55949788806891,10.123245448140038,3.720000000000002,0.0407678596675396,0.0007586095598526299,0.03969801217317581,0.04123348370194435,0.04137208312749863
60,Mo,0,15.964340013087721,12.886139948178256,3.720000000000002,0.042917147278785706,0.0005980308633297682,0.04346182197332382,0.04208448901772499,0.043205127120018005
61,Mo,0,14.36918213810653,15.649034448216476,3.7200000000000024,0.041730720549821854,0.0011562203289940953,0.04140064865350723,0.04050883278250694,0.043282680213451385
62,Mo,0,12.774024263125337,18.411928948254698,3.7200000000000024,0.0647919699549675,0.00206004804931581,0.061882950365543365,0.06638403236865997,0.06610891222953796
63,Mo,0,11.178866388144145,21.174823448292916,3.720000000000003,0.06664550304412842,0.0014292250853031874,0.06473054736852646,0.06816310435533524,0.06704284995794296
64,S,0,1.5823966120063198,0.9283325520128419,2.16,0.04611903429031372,0.002382358070462942,0.04772280529141426,0.047883156687021255,0.042751144617795944
65,S,0,-0.012761262974872345,3.691227052051062,2.1600000000000006,0.039809539914131165,0.0018634904408827424,0.037233129143714905,0.04061765968799591,0.04157782718539238
66,S,0,-1.6079191379560638,6.454121552089282,2.1600000000000006,0.04134691134095192,0.0024095873814076185,0.0414031557738781,0.03836806118488312,0.04426951706409454
67,S,0,-3.2030770129372557,9.217016052127502,2.160000000000001,0.04143889620900154,0.00156846281606704,0.042990684509277344,0.042035628110170364,0.03929038718342781
68,S,0,-4.798234887918449,11.979910552165723,2.160000000000001,0.04174437001347542,0.0018896532710641623,0.04415246099233627,0.03953682631254196,0.04154382646083832
69,S,0,-6.393392762899639,14.742805052203943,2.1600000000000015,0.03964446857571602,0.002119084121659398,0.04028288275003433,0.03678950294852257,0.04186103120446205
70,S,0,-7.988550637880831,17.505699552242163,2.1600000000000015,0.04234359785914421,0.0012219055788591504,0.040665920823812485,0.04282376170158386,0.04354109615087509
71,S,0,-9.583708512862023,20.26859405228038,2.160000000000002,0.0464671365916729,0.003494758391752839,0.04177156090736389,0.04747936874628067,0.05015047267079353
72,S,0,4.772712362006319,0.9283325520128419,2.1600000000000006,0.03956477716565132,0.0015271304873749614,0.041673146188259125,0.038105279207229614,0.038915909826755524
73,S,0,3.177554487025127,3.691227052051062,2.1600000000000006,0.04216386005282402,0.0015480037545785308,0.04046463966369629,0.041818078607320786,0.04420886188745499
74,S,0,1.5823966120439357,6.454121552089282,2.160000000000001,0.044119905680418015,0.0005725136725232005,0.044929374009370804,0.04373018816113472,0.04370014742016792
75,S,0,-0.012761262937256213,9.217016052127502,2.160000000000001,0.041446149349212646,0.0012296605855226517,0.0400727353990078,0.041209060698747635,0.04305665194988251
76,S,0,-1.607919137918449,11.979910552165723,2.1600000000000015,0.038094207644462585,0.00217632413841784,0.03505158796906471,0.039213743060827255,0.04001729562878609
77,S,0,-3.20307701289964,14.742805052203943,2.1600000000000015,0.03985055908560753,0.0011630876688286662,0.03826754167675972,0.04025515541434288,0.041028980165719986
78,S,0,-4.798234887880832,17.505699552242163,2.160000000000002,0.04031383991241455,0.0005194381810724735,0.04079694673418999,0.04055153578519821,0.039593037217855453
79,S,0,-6.393392762862024,20.26859405228038,2.160000000000002,0.0445609949529171,0.0007118526264093816,0.04527604952454567,0.043589770793914795,0.04481716454029083
80,S,0,7.96302811200632,0.9283325520128419,2.1600000000000006,0.04094914719462395,0.002249320037662983,0.04215465858578682,0.04289574548602104,0.03779703378677368
81,S,0,6.367870237025128,3.691227052051062,2.160000000000001,0.040387991815805435,0.001751028816215694,0.04035182669758797,0.04255041107535362,0.038261741399765015
82,S,0,4.7727123620439365,6.454121552089282,2.160000000000001,0.04868419095873833,0.0034830414224416018,0.05256734788417816,0.04936714470386505,0.04411807656288147
83,S,0,3.1775544870627446,9.217016052127502,2.1600000000000015,0.0399201363325119,0.0018533592810854316,0.03736134245991707,0.04070775955915451,0.04169130697846413
84,X,1,1.5823966120815518,11.979910552165723,2.1600000000000015,0.04575558006763458,0.0007687991019338369,0.04476088657975197,0.045872777700424194,0.04663307964801788
85,S,0,-0.012761262899639192,14.742805052203943,2.160000000000002,0.039667245000600815,0.001083912793546915,0.04098304733633995,0.03969036787748337,0.03832831606268883
86,S,0,-1.607919137880831,17.505699552242163,2.160000000000002,0.04374310374259949,0.0028591821901500225,0.04018865525722504,0.04385095462203026,0.04718970134854317
87,S,0,-3.203077012862023,20.26859405228038,2.160000000000002,0.041281744837760925,0.0024250962305814028,0.04470088332891464,0.03934033215045929,0.039804015308618546
88,S,0,11.15334386200632,0.9283325520128419,2.160000000000001,0.0502176433801651,0.0026145847514271736,0.04891229420900345,0.04787430167198181,0.05386633798480034
89,S,0,9.558185987025128,3.691227052051062,2.160000000000001,0.039586152881383896,0.0029766838997602463,0.04238441213965416,0.0354633703827858,0.04091067239642143
90,S,0,7.963028112043936,6.454121552089282,2.1600000000000015,0.04588409885764122,0.0018377358792349696,0.04510493949055672,0.044126447290182114,0.04842090606689453
91,S,0,6.3678702370627445,9.217016052127502,2.1600000000000015,0.039807964116334915,0.002028591465204954,0.04239249229431152,0.037437304854393005,0.039594098925590515
92,S,0,4.772712362081552,11.979910552165723,2.160000000000002,0.03882143273949623,0.0026600679848343134,0.036209430545568466,0.03778286278247833,0.04247200861573219
93,S,0,3.1775544871003607,14.742805052203943,2.160000000000002,0.04205043613910675,0.0008028760785236955,0.041743092238903046,0.041257500648498535,0.04315071925520897
94,S,0,1.5823966121191688,17.505699552242163,2.160000000000002,0.040410954505205154,0.0023681221064180136,0.03814895451068878,0.039403144270181656,0.043680768460035324
95,S,0,-0.01276126286202306,20.26859405228038,2.1600000000000024,0.04295775666832924,0.0021466410253196955,0.04016301408410072,0.043328408151865005,0.045381851494312286
96,S,0,14.343659612006318,0.9283325520128419,2.160000000000001,0.04180837795138359,0.002213005442172289,0.038680508732795715,0.043464019894599915,0.04328060895204544
97,S,0,12.748501737025126,3.691227052051062,2.1600000000000015,0.04149104282259941,0.0018593755085021257,0.0401744581758976,0.04412059485912323,0.040178071707487106
